InteractionID,CustomerID,CustomerName,City,Industry,SalesRep,LeadSource,InteractionDate,OpportunityValue,Status,ContactMethod,SatisfactionScore
1333,CUST2333,Rebekah Carpenter,Hyderabad,Finance,Rahul Verma,Advertisement,06-12-2025,19317.59,Lost,Meeting,1
1334,CUST2334,Heather Salinas,Hyderabad,Retail,Priya Sharma,Advertisement,06-06-2026,25686.14,Open,Meeting,4
1335,CUST2335,Laurie Frank,Hyderabad,Manufacturing,Rahul Verma,Website,15-07-2025,70446.71,Lost,Meeting,4
1336,CUST2336,Kimberly Walls,Bangalore,Retail,Priya Sharma,Advertisement,28-03-2026,16985.7,Open,Meeting,4
1337,CUST2337,Angela Velez,Mumbai,Healthcare,Kiran Das,Referral,08-10-2025,72489.94,Won,Meeting,6
1338,CUST2338,Charles Patterson,Mumbai,Finance,Anjali Rao,Event,23-01-2026,66485.48,Won,Email,3
1339,CUST2339,Heidi Bray,Delhi,Manufacturing,Priya Sharma,Referral,17-01-2026,30980.35,Lost,Email,3
1340,CUST2340,Megan Alexander,Chennai,Finance,Kiran Das,Event,18-11-2025,71595.67,Won,Phone,8
1341,CUST2341,Laura Yoder,Hyderabad,Retail,Priya Sharma,Referral,21-05-2026,8717.51,Lost,Email,5
1342,CUST2342,William Hernandez,Mumbai,Retail,Rahul Verma,Referral,16-12-2025,90862.46,Open,Email,1
1343,CUST2343,Becky Barr,Hyderabad,Retail,Priya Sharma,Advertisement,18-09-2025,25051.24,Lost,Email,4
1344,CUST2344,Todd Coffey,Delhi,Finance,Rahul Verma,Referral,08-05-2026,53671.32,Open,Email,2
1345,CUST2345,Andrew Dunn,Bangalore,Finance,Kiran Das,Website,16-10-2025,30223.97,Open,Email,1
1346,CUST2346,Dawn Burke,Chennai,IT,Anjali Rao,Referral,19-08-2025,34702.13,Lost,Phone,4
1347,CUST2347,Fred Callahan,Hyderabad,Manufacturing,Priya Sharma,Referral,06-11-2025,44407.1,Lost,Phone,7
1348,CUST2348,Martha Lucas,Chennai,Manufacturing,Anjali Rao,Referral,16-03-2026,7168.66,Won,Meeting,9
1349,CUST2349,Dorothy Brooks,Mumbai,Healthcare,Kiran Das,LinkedIn,14-10-2025,97255.92,Won,Meeting,7
1350,CUST2350,Nicolas Austin,Chennai,Manufacturing,Rahul Verma,Advertisement,04-07-2025,79127.9,Won,Email,8
1351,CUST2351,Grace Goodman,Pune,Manufacturing,Rahul Verma,Advertisement,18-06-2026,15172.94,Lost,Meeting,4
1352,CUST2352,Daniel Mcdowell,Mumbai,IT,Anjali Rao,Advertisement,19-12-2025,52910.31,Won,Email,6
1353,CUST2353,Sarah Hernandez,Pune,IT,Rahul Verma,Website,07-03-2026,58067.72,Won,Meeting,3
1354,CUST2354,Mark Simpson,Delhi,Retail,Priya Sharma,LinkedIn,19-07-2025,62688.89,Lost,Meeting,3
1355,CUST2355,Brandon Bowman,Delhi,Manufacturing,Rahul Verma,Website,25-04-2026,38111.59,Won,Meeting,3
1356,CUST2356,Anthony Turner,Pune,Healthcare,Priya Sharma,Website,16-10-2025,65441.01,Won,Email,1
1357,CUST2357,Tyler Williams,Hyderabad,Finance,Kiran Das,Referral,16-09-2025,68453.71,Open,Phone,9
1358,CUST2358,Sylvia Ibarra,Chennai,IT,Rahul Verma,Referral,29-10-2025,5115.18,Lost,Meeting,7
1359,CUST2359,Derrick Ballard,Chennai,IT,Priya Sharma,Event,12-03-2026,5480.57,Won,Phone,1
1360,CUST2360,Cole Sheppard,Mumbai,IT,Rahul Verma,LinkedIn,25-12-2025,65690.42,Open,Meeting,2
1361,CUST2361,Samuel Davenport,Mumbai,Manufacturing,Rahul Verma,Event,12-04-2026,36991.55,Won,Phone,8
1362,CUST2362,Kelly Allen,Pune,Retail,Kiran Das,Event,28-01-2026,83588.16,Won,Phone,7
1363,CUST2363,Yvette James,Pune,Manufacturing,Anjali Rao,Event,30-08-2025,31562.57,Won,Email,10
1364,CUST2364,Thomas Day DDS,Chennai,Retail,Anjali Rao,Referral,03-12-2025,13341.34,Open,Phone,2
1365,CUST2365,Patrick Pierce,Bangalore,IT,Rahul Verma,LinkedIn,27-11-2025,38626.09,Open,Meeting,2
1366,CUST2366,Michael Butler,Chennai,Retail,Kiran Das,LinkedIn,12-01-2026,58013.37,Lost,Email,6
1367,CUST2367,Katrina Williams,Delhi,Finance,Rahul Verma,Event,03-10-2025,88081.46,Won,Phone,2
1368,CUST2368,Marc Barnes,Hyderabad,Retail,Anjali Rao,Website,22-10-2025,21935.01,Open,Email,2
1369,CUST2369,Nathan Martin,Pune,Retail,Rahul Verma,Website,16-05-2026,96126.59,Open,Phone,9
1370,CUST2370,Brian Evans,Pune,IT,Priya Sharma,LinkedIn,30-10-2025,61965.41,Won,Email,3
1371,CUST2371,James Jensen,Pune,Healthcare,Kiran Das,Event,20-08-2025,46928.22,Open,Phone,8
1372,CUST2372,Russell Flores,Mumbai,Manufacturing,Anjali Rao,Advertisement,03-06-2026,7744.59,Lost,Meeting,10
1373,CUST2373,Kelly Dickerson,Delhi,Finance,Kiran Das,Website,21-12-2025,31787.53,Lost,Email,1
1374,CUST2374,Amber Barnes,Pune,Finance,Rahul Verma,LinkedIn,30-08-2025,51018.04,Open,Meeting,5
1375,CUST2375,Daniel Rodriguez,Pune,Finance,Priya Sharma,Website,29-09-2025,28630.69,Open,Phone,9
1376,CUST2376,Stacy Woods,Mumbai,Finance,Priya Sharma,Referral,09-10-2025,33826.64,Lost,Email,6
1377,CUST2377,Michael Morgan,Delhi,Retail,Rahul Verma,LinkedIn,20-01-2026,10816.23,Won,Meeting,1
1378,CUST2378,Joseph Taylor,Bangalore,IT,Anjali Rao,Event,27-08-2025,15282.61,Lost,Phone,3
1379,CUST2379,Andrew Gomez,Chennai,Retail,Priya Sharma,LinkedIn,11-05-2026,91694.68,Open,Meeting,9
1380,CUST2380,Christopher Moore,Hyderabad,IT,Priya Sharma,Website,21-02-2026,32137.55,Won,Email,9
1381,CUST2381,Kendra Turner,Bangalore,Retail,Priya Sharma,Advertisement,04-10-2025,97874.7,Open,Email,1
1382,CUST2382,Jeffrey Day,Bangalore,Manufacturing,Anjali Rao,Website,28-02-2026,35768.12,Open,Email,8
1383,CUST2383,Amanda Espinoza,Mumbai,Finance,Anjali Rao,Referral,09-04-2026,95148.09,Lost,Meeting,3
1384,CUST2384,Robin King,Pune,Retail,Anjali Rao,Website,10-04-2026,69866.3,Lost,Email,10
1385,CUST2385,Paul Morrison,Chennai,Finance,Kiran Das,Event,15-04-2026,18151.83,Open,Email,2
1386,CUST2386,Vanessa Watson,Bangalore,Finance,Rahul Verma,Advertisement,28-07-2025,57685.65,Lost,Meeting,6
1387,CUST2387,Noah Mitchell,Chennai,IT,Priya Sharma,Advertisement,16-05-2026,77934.32,Open,Phone,1
1388,CUST2388,Jeremy Moran,Mumbai,Manufacturing,Anjali Rao,LinkedIn,05-11-2025,86963.21,Open,Email,5
1389,CUST2389,Kenneth Austin,Pune,Retail,Anjali Rao,Referral,23-03-2026,32783,Lost,Meeting,6
1390,CUST2390,Ray Anderson,Bangalore,IT,Rahul Verma,Advertisement,22-07-2025,71059.72,Won,Meeting,7
1391,CUST2391,Melanie Glenn,Bangalore,Retail,Kiran Das,Event,07-10-2025,91489.1,Won,Phone,10
1392,CUST2392,Tanya Smith,Mumbai,Finance,Anjali Rao,Advertisement,18-06-2026,23261.28,Lost,Meeting,1
1393,CUST2393,Bradley Carr,Pune,IT,Anjali Rao,Referral,26-03-2026,33408.72,Open,Phone,6
1394,CUST2394,Matthew Keller,Mumbai,Healthcare,Anjali Rao,Referral,21-04-2026,73315.26,Won,Meeting,6
1395,CUST2395,Timothy Wagner,Chennai,Finance,Priya Sharma,Advertisement,19-05-2026,80496.1,Lost,Phone,6
1396,CUST2396,Cassandra Goodman,Pune,Finance,Priya Sharma,LinkedIn,08-12-2025,87431.28,Lost,Phone,5
1397,CUST2397,Michele Robles,Chennai,Manufacturing,Anjali Rao,Event,28-09-2025,40018.62,Lost,Meeting,3
1398,CUST2398,Ashley Blair,Mumbai,IT,Priya Sharma,LinkedIn,04-10-2025,95163.02,Won,Email,8
1399,CUST2399,Kelly Kelly,Chennai,Healthcare,Rahul Verma,Advertisement,27-11-2025,98108.79,Lost,Meeting,10
1400,CUST2400,Joel Miller,Bangalore,IT,Anjali Rao,Referral,23-05-2026,48186.01,Open,Email,2
1401,CUST2401,Tara Stephens,Bangalore,Retail,Anjali Rao,Website,12-12-2025,86046.72,Open,Email,5
1402,CUST2402,Scott Scott,Chennai,IT,Kiran Das,Website,03-02-2026,55649.67,Won,Meeting,10
1403,CUST2403,Allison Williamson,Pune,IT,Anjali Rao,Website,13-12-2025,82756.05,Lost,Phone,4
1404,CUST2404,Denise Jackson,Bangalore,Healthcare,Priya Sharma,Event,13-02-2026,96030.8,Open,Phone,10
1405,CUST2405,John Espinoza,Bangalore,Manufacturing,Anjali Rao,Event,11-02-2026,66826.82,Lost,Email,8
1406,CUST2406,Tommy Lewis,Pune,Finance,Priya Sharma,Event,16-06-2026,14839.51,Won,Email,7
1407,CUST2407,Ann Gonzalez,Pune,Manufacturing,Kiran Das,Advertisement,23-07-2025,48248.55,Lost,Meeting,4
1408,CUST2408,Thomas Klein,Bangalore,IT,Priya Sharma,Website,22-03-2026,74067.25,Open,Phone,5
1409,CUST2409,Brittany Welch,Mumbai,Manufacturing,Rahul Verma,Referral,18-11-2025,86637.8,Won,Email,9
1410,CUST2410,Darrell Stewart,Mumbai,Healthcare,Anjali Rao,Advertisement,29-07-2025,88416.55,Won,Email,8
1411,CUST2411,William Massey,Pune,Finance,Anjali Rao,Referral,28-02-2026,39172.2,Open,Email,4
1412,CUST2412,Brenda Nolan,Bangalore,Finance,Priya Sharma,Event,03-06-2026,9892.57,Open,Email,2
1413,CUST2413,Keith Smith,Delhi,Manufacturing,Anjali Rao,Event,01-07-2025,41573.4,Won,Phone,8
1414,CUST2414,Jordan Mays,Bangalore,IT,Priya Sharma,Advertisement,24-03-2026,24607.67,Won,Meeting,6
1415,CUST2415,Angela Hayes,Delhi,Manufacturing,Priya Sharma,Referral,27-12-2025,15042.29,Open,Phone,8
1416,CUST2416,Monica Serrano,Delhi,Healthcare,Rahul Verma,Website,30-07-2025,99455.55,Lost,Meeting,8
1417,CUST2417,Monique Hampton,Mumbai,Finance,Priya Sharma,Referral,30-11-2025,76035.18,Lost,Phone,2
1418,CUST2418,Brian Macdonald,Hyderabad,Healthcare,Kiran Das,Website,05-07-2025,74105.74,Lost,Meeting,1
1419,CUST2419,Lauren Shields,Bangalore,Manufacturing,Priya Sharma,Website,12-06-2026,12395.53,Lost,Phone,5
1420,CUST2420,Andrew Moore,Delhi,Healthcare,Rahul Verma,Website,06-11-2025,18791.86,Open,Email,8
1421,CUST2421,Louis Black,Mumbai,Manufacturing,Priya Sharma,Referral,08-03-2026,84103.69,Lost,Email,8
1422,CUST2422,John Johnson,Mumbai,IT,Kiran Das,Website,24-12-2025,34161.07,Open,Email,5
1423,CUST2423,Jessica Harrison,Delhi,Retail,Rahul Verma,Event,01-02-2026,43291.14,Open,Email,7
1424,CUST2424,Angela Lynn,Hyderabad,Healthcare,Kiran Das,Referral,16-04-2026,16696.45,Won,Email,1
1425,CUST2425,Joseph Lee,Delhi,Finance,Anjali Rao,Website,03-03-2026,56974.81,Lost,Meeting,10
1426,CUST2426,Katrina Mathis,Chennai,Retail,Kiran Das,Website,08-09-2025,8261.02,Won,Email,2
1427,CUST2427,Steven Green,Bangalore,Healthcare,Rahul Verma,Referral,12-02-2026,53620.25,Won,Meeting,10
1428,CUST2428,Stephanie Cobb,Hyderabad,Finance,Priya Sharma,Advertisement,01-05-2026,50078.31,Open,Meeting,3
1429,CUST2429,Joseph Powers,Pune,Manufacturing,Anjali Rao,Referral,30-03-2026,89792.7,Lost,Phone,7
1430,CUST2430,Albert Juarez,Mumbai,Healthcare,Rahul Verma,Referral,24-06-2026,51574.87,Open,Email,10
1431,CUST2431,Gary Barrett,Pune,Retail,Priya Sharma,Event,05-04-2026,41458.69,Lost,Email,7
1432,CUST2432,Carrie Griffith,Delhi,Retail,Kiran Das,Website,10-03-2026,64879.54,Open,Phone,8
1433,CUST2433,Michelle Harris,Hyderabad,Retail,Anjali Rao,Advertisement,21-05-2026,36817.7,Open,Email,3
1434,CUST2434,Jessica Johnson,Bangalore,Healthcare,Priya Sharma,Event,08-06-2026,90669.65,Won,Phone,3
1435,CUST2435,Adam Bates,Pune,Finance,Kiran Das,Website,08-07-2025,65853.45,Open,Meeting,4
1436,CUST2436,Melissa Medina,Chennai,Healthcare,Rahul Verma,Website,06-06-2026,27683.19,Lost,Meeting,4
1437,CUST2437,Samantha Holt,Mumbai,Retail,Priya Sharma,Advertisement,04-05-2026,52107.64,Lost,Meeting,3
1438,CUST2438,Charles Berg,Chennai,IT,Rahul Verma,Website,05-11-2025,43958.69,Lost,Meeting,2
1439,CUST2439,Angela Salazar,Bangalore,Healthcare,Priya Sharma,Advertisement,13-01-2026,98760.5,Won,Meeting,5
1440,CUST2440,Tammy Strickland,Hyderabad,IT,Kiran Das,LinkedIn,13-02-2026,90506.94,Lost,Meeting,8
1441,CUST2441,Clinton Jones,Hyderabad,Finance,Kiran Das,Website,22-08-2025,80997.96,Lost,Meeting,5
1442,CUST2442,Lawrence Robinson,Mumbai,IT,Anjali Rao,Referral,09-12-2025,68534.31,Lost,Phone,5
1443,CUST2443,Rodney Davis,Chennai,IT,Kiran Das,Website,26-10-2025,63283.01,Lost,Phone,6
1444,CUST2444,Christina Smith,Hyderabad,Finance,Anjali Rao,Event,14-04-2026,37579.15,Lost,Phone,1
1445,CUST2445,Jennifer Barnes,Hyderabad,Finance,Priya Sharma,Advertisement,20-01-2026,9668.45,Won,Phone,6
1446,CUST2446,Peter Smith,Bangalore,Healthcare,Anjali Rao,LinkedIn,16-06-2026,12003.87,Won,Meeting,8
1447,CUST2447,Mary Gonzalez,Chennai,IT,Kiran Das,LinkedIn,20-06-2026,81861.06,Lost,Phone,1
1448,CUST2448,Justin Mendoza,Pune,Healthcare,Kiran Das,Referral,15-05-2026,57785.14,Lost,Phone,8
1449,CUST2449,Michael Davis,Hyderabad,IT,Kiran Das,LinkedIn,15-10-2025,81659.11,Won,Meeting,5
1450,CUST2450,Robert Woodward,Chennai,Retail,Priya Sharma,Referral,03-07-2025,72057.08,Open,Meeting,7
1451,CUST2451,Jason Decker,Hyderabad,Healthcare,Kiran Das,Event,30-06-2025,58117.84,Open,Email,6
1452,CUST2452,Angela White,Mumbai,IT,Rahul Verma,Website,18-01-2026,21377.55,Won,Email,1
1453,CUST2453,Russell Gaines,Delhi,IT,Anjali Rao,Advertisement,04-03-2026,15049.22,Open,Meeting,2
1454,CUST2454,Shelly Williams,Pune,Healthcare,Kiran Das,Advertisement,08-11-2025,52563.44,Lost,Email,5
1455,CUST2455,Aaron Smith,Mumbai,Healthcare,Kiran Das,Referral,24-04-2026,39312.88,Open,Phone,1
1456,CUST2456,Kaitlyn Allen,Mumbai,IT,Rahul Verma,Website,06-07-2025,97683.31,Won,Email,10
1457,CUST2457,Tiffany Rush,Pune,Finance,Rahul Verma,Website,28-04-2026,44512.46,Lost,Phone,1
1458,CUST2458,Matthew Vaughn,Pune,IT,Priya Sharma,Advertisement,07-10-2025,26006.51,Won,Phone,10
1459,CUST2459,Elizabeth Jordan,Chennai,Finance,Kiran Das,Advertisement,16-11-2025,22998.27,Lost,Meeting,1
1460,CUST2460,John Martinez,Pune,IT,Priya Sharma,Advertisement,18-03-2026,91345.3,Lost,Email,8
1461,CUST2461,Mark Ortiz,Hyderabad,IT,Rahul Verma,Event,03-07-2025,93932.67,Lost,Meeting,7
1462,CUST2462,Jamie Bishop,Delhi,IT,Priya Sharma,Website,10-03-2026,68789.33,Open,Phone,10
1463,CUST2463,Jaclyn Sandoval,Delhi,Manufacturing,Priya Sharma,Event,03-05-2026,69565.78,Lost,Email,9
1464,CUST2464,Norma Oconnell,Hyderabad,Manufacturing,Priya Sharma,Advertisement,06-04-2026,99399.84,Open,Phone,2
1465,CUST2465,Grace Young,Bangalore,Manufacturing,Kiran Das,Website,14-01-2026,59926.84,Open,Phone,3
1466,CUST2466,Karen Lopez,Chennai,Healthcare,Anjali Rao,Event,30-07-2025,81508.76,Open,Phone,10
1467,CUST2467,Barbara Jones,Chennai,Manufacturing,Kiran Das,Referral,08-07-2025,48739.45,Won,Email,8
1468,CUST2468,Lucas Yang,Bangalore,Healthcare,Anjali Rao,Advertisement,16-01-2026,46654.42,Lost,Phone,5
1469,CUST2469,Nicole Hawkins,Mumbai,IT,Kiran Das,Advertisement,19-11-2025,21095.01,Won,Meeting,10
1470,CUST2470,Deborah Clark,Delhi,Finance,Rahul Verma,Event,04-03-2026,51790.9,Won,Meeting,10
1471,CUST2471,Marc Jones,Bangalore,IT,Priya Sharma,Advertisement,30-04-2026,16700.88,Lost,Meeting,9
1472,CUST2472,Kathleen Williams,Bangalore,Healthcare,Rahul Verma,Website,17-07-2025,29057.61,Lost,Email,10
1473,CUST2473,Anthony Williams,Delhi,Finance,Priya Sharma,Advertisement,18-03-2026,86319.18,Open,Email,7
1474,CUST2474,Shannon Ramos,Bangalore,Healthcare,Anjali Rao,Event,20-05-2026,82212.82,Won,Email,5
1475,CUST2475,Frederick Willis,Chennai,Retail,Rahul Verma,Referral,11-03-2026,35908.1,Open,Email,1
1476,CUST2476,Kenneth Holmes,Hyderabad,IT,Priya Sharma,Referral,20-07-2025,58105.54,Won,Phone,4
1477,CUST2477,Ryan Lin,Mumbai,Manufacturing,Anjali Rao,Referral,03-04-2026,15717.04,Open,Email,3
1478,CUST2478,Cheryl Sandoval,Mumbai,Healthcare,Kiran Das,Advertisement,25-01-2026,88423.63,Won,Email,5
1479,CUST2479,Steven Sweeney,Delhi,Finance,Priya Sharma,Event,04-07-2025,84767.89,Lost,Email,2
1480,CUST2480,William Robbins,Pune,Finance,Priya Sharma,Advertisement,06-02-2026,72595.72,Lost,Phone,9
1481,CUST2481,Rebecca Vargas,Chennai,Manufacturing,Kiran Das,Advertisement,14-12-2025,60981.79,Won,Meeting,7
1482,CUST2482,Ashley Guerrero,Chennai,Finance,Rahul Verma,LinkedIn,14-10-2025,97430.69,Lost,Meeting,4
1483,CUST2483,Elizabeth Drake,Pune,Healthcare,Anjali Rao,Event,11-03-2026,31260.1,Won,Email,5
1484,CUST2484,Bruce Howard,Hyderabad,Retail,Rahul Verma,Referral,30-10-2025,35982.22,Lost,Phone,9
1485,CUST2485,Kristen Dunn,Mumbai,Retail,Anjali Rao,LinkedIn,09-04-2026,50087,Open,Email,2
1486,CUST2486,Thomas Lambert,Pune,Healthcare,Anjali Rao,Advertisement,03-02-2026,66977.3,Lost,Email,2
1487,CUST2487,Julie Townsend,Pune,Healthcare,Rahul Verma,Website,06-06-2026,89910.27,Lost,Meeting,2
1488,CUST2488,Frederick Perez,Hyderabad,IT,Kiran Das,Website,15-10-2025,35490.42,Won,Meeting,5
1489,CUST2489,Mr. Michael Jefferson MD,Pune,Retail,Priya Sharma,Advertisement,15-10-2025,36985.27,Lost,Email,10
1490,CUST2490,Janice Cooper,Delhi,Retail,Rahul Verma,LinkedIn,26-12-2025,29624.02,Won,Meeting,8
1491,CUST2491,Timothy Gonzalez,Chennai,Finance,Kiran Das,LinkedIn,04-01-2026,43712.44,Lost,Email,5
1492,CUST2492,Shari Roach,Mumbai,Healthcare,Kiran Das,Referral,18-02-2026,70539.49,Open,Phone,7
1493,CUST2493,Kevin Hutchinson,Hyderabad,IT,Rahul Verma,Referral,09-07-2025,99911.97,Open,Meeting,4
1494,CUST2494,Edward Taylor,Delhi,Retail,Rahul Verma,LinkedIn,11-10-2025,10201.27,Open,Phone,7
1495,CUST2495,Donna Ramirez,Pune,IT,Rahul Verma,Website,22-08-2025,82510.77,Won,Phone,10
1496,CUST2496,Douglas Hernandez,Pune,Retail,Kiran Das,Referral,28-03-2026,44818.39,Open,Phone,9
1497,CUST2497,Scott Graves,Hyderabad,Manufacturing,Priya Sharma,Event,09-03-2026,64382.91,Lost,Meeting,5
1498,CUST2498,Joshua Turner,Hyderabad,Retail,Anjali Rao,Event,07-06-2026,44630.02,Lost,Phone,7
1499,CUST2499,Sara Anderson,Mumbai,Retail,Kiran Das,Event,07-04-2026,81186.04,Won,Email,5
1500,CUST2500,Michael Gomez,Bangalore,Finance,Rahul Verma,Website,06-10-2025,29041.26,Won,Meeting,4
1501,CUST2501,Sherri Mcdowell,Delhi,Healthcare,Anjali Rao,LinkedIn,29-08-2025,9526.27,Lost,Email,7
1502,CUST2502,Rebecca Nguyen,Pune,Finance,Priya Sharma,Event,18-07-2025,69905.72,Open,Phone,8
1503,CUST2503,Barry Reid,Hyderabad,Healthcare,Priya Sharma,Advertisement,28-01-2026,43196.52,Lost,Meeting,2
1504,CUST2504,Larry Gill,Hyderabad,IT,Priya Sharma,Referral,15-05-2026,39083.44,Won,Email,5
1505,CUST2505,April Brown,Bangalore,Manufacturing,Priya Sharma,Advertisement,05-01-2026,52355.74,Open,Phone,3
1506,CUST2506,Jamie Ellis,Hyderabad,Manufacturing,Rahul Verma,Advertisement,12-06-2026,26898.16,Open,Phone,3
1507,CUST2507,Reginald Collier,Mumbai,IT,Priya Sharma,Advertisement,30-07-2025,85548.02,Open,Meeting,3
1508,CUST2508,Andrew Holder,Mumbai,Healthcare,Anjali Rao,Website,31-12-2025,51779.7,Lost,Phone,4
1509,CUST2509,Robin Jones,Hyderabad,Healthcare,Priya Sharma,Advertisement,18-09-2025,27630.69,Won,Meeting,10
1510,CUST2510,Brandy Fuller,Bangalore,IT,Anjali Rao,Website,25-10-2025,46514.02,Lost,Email,5
1511,CUST2511,Amy Garner,Pune,Manufacturing,Anjali Rao,Referral,09-07-2025,49880.13,Open,Phone,7
1512,CUST2512,Dr. Lindsay Davis,Chennai,Retail,Kiran Das,Referral,22-02-2026,16056.3,Open,Email,1
1513,CUST2513,Emily Deleon,Chennai,Manufacturing,Priya Sharma,LinkedIn,02-05-2026,29485.26,Won,Email,8
1514,CUST2514,Alicia Ellis,Chennai,Healthcare,Rahul Verma,LinkedIn,13-04-2026,80363.86,Lost,Phone,7
1515,CUST2515,Nicole Bray,Delhi,Manufacturing,Kiran Das,LinkedIn,17-02-2026,49832.8,Open,Phone,8
1516,CUST2516,Dustin Smith,Chennai,Finance,Rahul Verma,Advertisement,10-02-2026,21764.49,Won,Phone,10
1517,CUST2517,Christian Fox,Delhi,IT,Priya Sharma,Website,14-05-2026,80320.28,Lost,Meeting,1
1518,CUST2518,Joseph Cruz,Pune,IT,Priya Sharma,Advertisement,15-08-2025,39027.98,Won,Phone,4
1519,CUST2519,Jessica Clayton,Pune,Healthcare,Kiran Das,Website,09-06-2026,66748.68,Won,Phone,2
1520,CUST2520,Marcus Kirby,Chennai,Finance,Rahul Verma,Referral,31-03-2026,45197.08,Lost,Phone,8
1521,CUST2521,Cory Walters,Delhi,IT,Anjali Rao,LinkedIn,12-02-2026,11639.82,Open,Email,6
1522,CUST2522,Sydney Alexander,Bangalore,Retail,Rahul Verma,LinkedIn,24-11-2025,90829.75,Won,Phone,6
1523,CUST2523,Nancy Thomas,Hyderabad,Manufacturing,Rahul Verma,Website,30-10-2025,60763.42,Open,Meeting,4
1524,CUST2524,Gary Levine,Hyderabad,Finance,Anjali Rao,Event,31-12-2025,27579.34,Open,Phone,5
1525,CUST2525,Virginia Ward,Mumbai,IT,Kiran Das,Event,08-12-2025,86798.94,Won,Meeting,2
1526,CUST2526,Robert Davis,Chennai,Healthcare,Rahul Verma,Referral,01-01-2026,70845.42,Lost,Meeting,4
1527,CUST2527,Mr. Collin Watkins DVM,Hyderabad,IT,Kiran Das,Referral,15-09-2025,70731.04,Lost,Email,4
1528,CUST2528,Emily Daniels,Mumbai,Finance,Kiran Das,Event,05-06-2026,74734.09,Open,Phone,2
1529,CUST2529,Ronald Chan,Mumbai,Finance,Rahul Verma,Advertisement,29-04-2026,62136.85,Won,Email,3
1530,CUST2530,Alan Taylor,Bangalore,Finance,Kiran Das,LinkedIn,03-08-2025,93726.85,Lost,Phone,6
1531,CUST2531,Mark Zimmerman,Bangalore,IT,Rahul Verma,Referral,14-06-2026,58591.41,Lost,Meeting,1
1532,CUST2532,Sean Henry,Chennai,IT,Anjali Rao,Event,10-10-2025,16864.01,Lost,Meeting,8
1533,CUST2533,Mark Carson,Bangalore,Finance,Anjali Rao,Event,19-01-2026,29477.73,Lost,Email,4
1534,CUST2534,Robert Anthony MD,Chennai,IT,Kiran Das,Website,15-09-2025,14044.17,Won,Phone,5
1535,CUST2535,Eduardo Espinoza,Hyderabad,Finance,Kiran Das,Event,18-07-2025,41014.67,Won,Email,1
1536,CUST2536,Amber White,Mumbai,Finance,Rahul Verma,LinkedIn,13-05-2026,86077.98,Won,Meeting,6
1537,CUST2537,Yolanda Brown,Chennai,Manufacturing,Rahul Verma,Event,09-02-2026,54245.22,Won,Email,8
1538,CUST2538,Monique Wiggins,Chennai,IT,Priya Sharma,LinkedIn,28-08-2025,77122.72,Lost,Meeting,4
1539,CUST2539,Nicole Castro,Pune,Healthcare,Anjali Rao,Website,24-07-2025,42171.55,Won,Phone,10
1540,CUST2540,David Parker,Mumbai,Retail,Rahul Verma,Referral,21-06-2026,79760.88,Open,Email,10
1541,CUST2541,Ryan Townsend,Bangalore,Healthcare,Kiran Das,Website,14-06-2026,56956.72,Lost,Meeting,8
1542,CUST2542,Jessica Alexander,Pune,Finance,Rahul Verma,Advertisement,22-03-2026,67437.86,Open,Email,7
1543,CUST2543,Warren Green III,Bangalore,Manufacturing,Rahul Verma,Event,04-02-2026,17050.99,Won,Email,1
1544,CUST2544,Kelsey Anderson,Hyderabad,Manufacturing,Rahul Verma,Referral,26-07-2025,8716.5,Lost,Meeting,1
1545,CUST2545,Theodore Lee,Mumbai,Finance,Priya Sharma,Advertisement,31-01-2026,97451.77,Won,Phone,4
1546,CUST2546,Jason Good,Delhi,Finance,Anjali Rao,LinkedIn,06-05-2026,70555.78,Open,Meeting,3
1547,CUST2547,Joshua Gould,Bangalore,IT,Priya Sharma,Advertisement,19-07-2025,67097.92,Open,Email,7
1548,CUST2548,Andrea Smith,Bangalore,Manufacturing,Rahul Verma,LinkedIn,02-01-2026,65622.34,Lost,Email,7
1549,CUST2549,Jennifer Johnson,Mumbai,Retail,Priya Sharma,Advertisement,14-02-2026,91041.81,Won,Phone,10
1550,CUST2550,Heather Sanchez,Chennai,IT,Kiran Das,Advertisement,23-04-2026,6622.92,Won,Phone,7
1551,CUST2551,Vanessa Burns,Chennai,Healthcare,Priya Sharma,LinkedIn,17-01-2026,22827.64,Won,Email,7
1552,CUST2552,Nathan Jones,Mumbai,Finance,Rahul Verma,Advertisement,31-07-2025,98724.2,Lost,Phone,4
1553,CUST2553,Luis Sampson,Bangalore,Retail,Anjali Rao,Advertisement,16-10-2025,51737.39,Lost,Phone,10
1554,CUST2554,Lisa Reed,Pune,Manufacturing,Priya Sharma,Website,10-10-2025,87655.74,Open,Phone,4
1555,CUST2555,Lindsey Rodriguez,Delhi,Healthcare,Priya Sharma,Event,20-10-2025,44731.19,Open,Phone,2
1556,CUST2556,Mary Lyons,Delhi,Retail,Anjali Rao,Referral,02-06-2026,51830.2,Won,Email,10
1557,CUST2557,Carol Smith,Delhi,Finance,Priya Sharma,LinkedIn,25-01-2026,63108.41,Open,Email,3
1558,CUST2558,Katherine Wilkinson,Delhi,Healthcare,Anjali Rao,Advertisement,28-03-2026,33361.25,Open,Meeting,1
1559,CUST2559,Jacob Turner,Delhi,Retail,Anjali Rao,Event,10-11-2025,50080.22,Open,Phone,3
